sa1,pop
1102525,384
1102526,331
1102527,446
1102528,612
1102529,350
1102530,342
1102601,475
1102602,526
1102603,334
1102604,333
1102605,486
1102606,284
1102607,438
1102608,351
1102609,396
1102610,264
1102611,240
1102612,219
1102613,228
1102614,554
1102615,368
1102616,188
1102617,224
1102618,279
1102619,342
1102620,274
1102621,319
1102622,232
1102623,277
1102701,226
1102702,337
1102703,158
1102704,245
1102705,426
1102706,545
1102707,523
1102708,334
1102709,527
1102710,193
1102711,0
1102712,391
1102713,421
1102714,0
1102715,23
1102716,0
1102717,250
1102718,325
1102719,395
1102720,278
1102721,525
1102722,131
1102723,247
1102724,378
1102725,339
1102726,205
1102727,373
1102728,276
1102729,551
1102801,0
1102802,566
1102803,549
1102804,230
1102805,322
1102806,505
1102807,378
1102808,397
1102809,599
1102810,489
1102811,431
1102812,375
1102813,382
1102814,405
1102815,316
1102816,284
1102817,370
1102818,401
1102901,289
1102902,266
1102903,411
1102904,476
1102905,384
1102906,193
1102907,289
1102908,389
1102909,356
1102910,505
1102911,457
1102912,464
1102913,315
1102914,305
1102915,518
1102916,362
1102917,249
1102918,390
1102919,287
1102920,9
1102921,0
1102922,494
1102923,405
1102924,517
1102925,501
1102926,298
1102927,531
1102928,680
1103001,425
1103002,557
1103003,218
1103004,328
1103005,287
1103006,342
1103007,379
1103008,204
1103009,386
1103010,360
1103011,515
1103012,425
1103101,311
1103102,318
1103103,331
1103104,411
1103105,520
1103106,235
1103107,17
1103108,248
1103109,254
1103110,456
1103111,329
1103112,159
1103113,476
1103114,457
1103115,533
1103116,471
1103117,344
1103118,337
1103119,423
1103120,392
1103121,258
1103122,394
1103123,405
1103124,316
1103125,242
1103126,372
1103127,318
1103128,397
1103129,563
1103130,306
1103131,605
1103132,17
1103133,375
1103134,424
1103135,420
1103136,399
1103137,267
1103138,494
1103201,380
1103202,473
1103203,746
1103204,487
1103205,250
1103206,53
1103207,226
1103208,444
1103209,784
1103210,185
1103211,545
1103212,481
1103213,10
1103214,637
1103215,187
1103216,301
1103217,193
1103218,567
1103219,345
1103220,340
1103221,300
1103222,631
1103223,0
1103224,469
1103225,242
1103226,242
1103227,550
1103228,678
1103229,324
1103230,455
1103231,455
1103232,456
1103233,309
1103234,713
1103235,336
1103236,496
1103237,331
1103238,307
1103239,620
1103240,347
1103241,396
1103242,550
1103243,521
1103244,711
1103301,238
1103302,484
1103303,389
1103304,385
1103305,315
1103306,281
1103307,206
1103308,441
1103309,73
1103310,333
1103311,423
1103312,335
1103313,314
1103314,335
1103315,780
1103316,0
1103317,504
1103318,209
1103319,400
1103320,3
1103401,408
1103402,366
1103403,585
1103404,279
1103405,398
1103406,157
1103407,269
1103408,329
1103409,308
1103410,404
1103411,482
1103412,504
1103413,383
1103414,388
1103415,150
1103416,448
1103417,370
1103418,546
1103419,331
1103501,603
1103502,346
1103503,489
1103504,438
1103505,422
1103506,518
1103507,311
1103508,422
1103509,375
1103510,454
1103511,471
1103512,334
1103513,329
1103514,401
1103515,305
1103516,243
1103517,35
1103601,244
1103602,245
1103603,537
1103604,298
1103605,390
1103606,278
1103607,195
1103608,341
1103609,328
1103610,606
1103611,334
1103612,177
1103613,393
1103614,549
1103615,258
1103616,316
1103617,360
1103618,259
1103619,489
1103620,503
1103621,619
1103622,318
1103701,669
1103702,522
1103703,689
1103704,239
1103705,461
1103706,369
1103707,482
1103708,219
1103709,575
1103710,397
1103711,302
1103712,293
1103713,600
1103714,496
1103801,422
1103802,492
1103803,351
1103804,494
1103805,279
1103806,264
1103807,409
1103808,267
1103809,528
1103810,312
1103811,466
1103812,337
1103813,511
1103814,477
1103815,323
1103816,377
1103817,338
1103901,608
1103902,376
1103903,260
1103904,528
1103905,445
1103906,474
1103907,543
1103908,389
1103909,550
1103910,705
1103911,547
1103912,541
1103913,587
1103914,323
1103915,417
1103916,480
1103917,362
1103918,507
1103919,396
1103920,512
1103921,641
1103922,542
1103923,266
1103924,189
1103925,421
1103926,504
1103927,452
1104001,333
1104002,287
1104003,324
1104004,447
1104005,319
1104006,493
1104007,307
1104008,0
1104009,469
1104010,280
1104011,336
1104012,289
1104013,514
1104014,564
1104015,202
1104016,513
1104017,601
1104018,453
1104019,419
1104020,412
1104021,401
1104022,245
1104023,290
1104024,519
1104025,282
1104026,587
1104027,273
1104028,372
1104029,390
1104030,337
1104031,350
1104032,215
1104033,370
1104034,491
1104035,303
1104036,330
1104037,285
1104038,324
1104039,612
1104040,376
1104041,285
1104042,353
1104043,530
1104044,301
1104045,460
1104046,451
1104047,445
1104048,472
1104049,434
1104050,362
1104051,441
1104052,373
1104053,510
1104054,339
1104055,541
1104056,391
1104057,600
1104058,336
1104101,448
1104102,621
1104103,387
1104104,433
1104105,354
1104106,396
1104107,223
1104108,0
1104109,390
1104110,474
1104111,246
1104112,430
1104113,342
1104114,587
1104115,323
1104116,405
1104117,246
1104118,0
1104119,433
1104120,421
1104121,371
1104122,290
1104123,392
1104124,423
1104125,460
1104201,470
1104202,504
1104203,291
1104204,406
1104205,484
1104206,0
1104207,527
1104208,485
1104209,244
1104210,440
1104211,425
1104212,11
1104213,595
1104214,510
1104215,360
1104216,337
1104217,429
1104218,432
1104219,361
1104220,499
1104221,493
1104222,407
1104223,344
1104224,484
1104225,486
1104226,429
1104227,336
1104228,430
1104229,300
1104230,408
1104231,561
1104232,331
1104233,423
1104301,141
1104302,362
1104303,511
1104304,377
1104305,369
1104306,8
1104307,284
1104308,257
1104309,376
1104310,193
1104311,450
1104312,815
1104313,403
1104314,198
1104315,393
1104316,330
1104317,383
1104318,325
1104319,422
1104320,427
1104321,337
1104322,310
1104323,463
1104324,532
1104325,438
1104326,599
1104327,381
1104328,264
1104329,284
1104330,577
1104401,320
1104402,376
1104403,243
1104404,628
1104405,284
1104406,285
1104407,439
1104408,294
1104409,350
1104410,221
1104411,309
1104412,547
1104413,0
1104414,468
1104415,408
1104416,665
1104417,524
1104418,0
1104419,465
1104420,297
1104421,283
1104422,452
1104423,477
1104424,293
1104425,215
1104426,370
1104427,250
1104428,373
1104429,504
1104430,285
1104431,301
1104432,266
1104433,342
1104434,621
1104435,316
1104436,455
1104437,286
1104438,392
1104439,386
1104440,356
1104441,353
1104442,388
1104443,238
1104444,339
1104445,419
1104446,611
1104447,497
1104448,363
1104449,345
1104450,386
1104451,408
1104452,207
1104453,361
1104454,195
1104455,434
1104456,402
1104457,344
1104458,349
1104459,371
1104501,435
1104502,342
1104503,288
1104504,563
1104505,555
1104506,598
1104507,543
1104508,367
1104509,397
1104510,622
1104511,607
1104512,422
1104513,680
1104514,477
1104515,335
1104516,585
1104517,283
1104518,638
1104519,306
1104520,3
1104521,444
1104522,384
1104523,295
1104524,614
1104601,402
1104602,273
1104603,451
1104604,439
1104605,240
1104606,382
1104607,473
1104608,497
1104609,462
1104610,255
1104611,278
1104612,291
1104613,0
1104614,300
1104615,264
1104616,457
1104617,425
1104618,507
1104619,474
1104620,397
1104621,290
1104622,283
1104623,15
1104624,476
1104625,638
1104701,503
1104702,243
1104703,212
1104704,610
1104705,492
1104706,423
1104707,523
1104708,601
1104709,481
1104710,276
1104711,487
1104712,482
1104713,670
1104714,202
1104715,446
1104716,449
1104717,350
1104718,397
1104719,646
1104720,269
1104721,491
1104722,522
1104723,302
1104724,356
1104725,284
1104726,344
1104727,358
1104728,589
1104729,543
1104730,326
1104731,572
1104732,437
1104733,182
1104734,267
1104735,500
1104736,509
1104737,14
1104801,292
1104802,395
1104803,523
1104804,332
1104805,373
1104806,276
1104807,538
1104808,289
1104809,394
1104810,571
1104811,582
1104812,533
1104813,546
1104814,662
1104815,356
1104816,328
1104817,448
1104818,566
1104819,492
1104820,246
1104821,545
1104822,559
1104823,304
1104824,621
1104825,448
1104826,399
1104827,516
1104828,514
1104829,460
1104830,495
1104831,386
1104832,493
1104833,478
1104834,317
1104835,290
1104836,525
1104837,549
1104838,314
1104839,818
1104840,342
1104841,342
1104842,349
1104843,376
1104844,289
1104845,439
1104846,509
1104847,267
1104901,433
1104902,324
1104903,388
1104904,346
1104905,469
1104906,270
1104907,198
1104908,188
1104909,0
1104910,387
1105001,610
1105002,338
1105003,479
1105004,303
1105005,397
1105006,388
1105007,393
1105008,642
1105009,428
1105010,304
1105011,429
1105012,352
1105013,386
1105014,3
1105015,278
1105016,3
1105017,403
1105018,318
1105019,406
1105020,319
1105021,391
1105022,429
1105023,822
1105024,370
1105025,345
1105026,516
1105101,530
1105102,356
1105103,247
1105104,175
1105105,0
1105106,446
1105107,95
1105108,454
1105109,286
1105110,359
1105111,286
1105112,306
1105113,349
1105114,347
1105115,275
1105116,274
1105201,536
1105202,494
1105203,343
1105204,432
1105205,516
1105206,386
1105207,431
1105208,364
1105209,351
1105210,318
1105211,0
1105212,5
1105213,246
1105214,259
1105215,282
1105216,417
1105301,466
1105302,334
1105303,448
1105304,336
1105305,532
1105306,445
1105307,552
1105308,283
1105309,315
1105310,345
1105311,284
1105312,259
1105313,245
1105314,415
1105315,606
1105316,549
1105317,281
1105318,266
1105319,196
1105320,308
1105321,616
1105322,88
1105323,28
1105324,435
1105325,359
1105326,410
1105327,326
1105328,525
1105329,532
1105330,459
1105331,340
1105332,386
1105333,316
1105334,600
1105335,385
1105336,240
1105337,451
1105401,461
1105402,318
1105403,354
1105404,459
1105405,261
1105406,466
1105407,559
1105408,682
1105409,314
1105410,354
1105411,366
1105412,375
1105413,317
1105414,395
1105415,3
1105416,0
1105417,298
1105418,574
1105419,557
1105420,435
1105421,394
1105422,391
1105423,424
1105424,271
1105501,317
1105502,607
1105503,395
1105504,17
1105505,368
1105506,477
1105507,541
1105508,383
1105509,402
1105510,264
1105511,525
1105512,226
1105513,291
1105514,228
1105601,628
1105602,707
1105603,613
1105604,241
1105605,611
1105606,307
1105607,525
1105608,522
1105609,250
1105610,738
1105611,831
1105612,432
1105613,547
1105614,457
1105615,539
1105616,6
1105617,263
1105618,703
1105619,874
1105620,301
1105621,0
1105622,405
1105623,402
1105624,419
1105625,281
1105626,422
1105627,479
1105701,549
1105702,505
1105703,540
1105704,469
1105705,23
1105706,377
1105707,595
1105708,297
1105709,450
1105710,679
1105711,354
1105712,347
1105713,255
1105714,287
1105715,326
1105716,482
1105717,564
1105718,381
1105719,422
1105720,255
1105801,422
1105802,317
1105803,506
1105804,432
1105805,292
1105806,414
1105807,240
1105808,255
1105809,203
1105810,672
1105811,384
1105812,621
1105813,457
1105814,415
1105815,399
1105816,303
1105817,553
1105818,560
1105819,391
1105820,302
1105821,353
1105822,383
1105823,561
1105824,520
1105825,399
1105826,573
1105827,365
1105828,333
1105829,466
1105830,304
1105831,230
1105832,425
1105833,232
1105834,415
1105835,373
1105836,317
1105837,294
1105838,420
1105839,616
1105840,498
1105841,459
1105842,337
1105843,471
1105844,430
1105845,548
1105846,552
1105847,559
1105848,501
1105849,470
1105850,292
1105851,449
1105852,0
1105853,338
1105854,392
1105855,360
1105856,298
1105857,300
1105901,368
1105902,321
1105903,271
1105904,0
1105905,527
1105906,345
1105907,316
1105908,264
1105909,920
1105910,382
1105911,312
1105912,307
1105913,508
1105914,375
1105915,371
1105916,422
1105917,726
1105918,380
1105919,663
1105920,243
1105921,346
1105922,390
1105923,748
1106001,186
1106002,189
1106003,264
1106004,472
1106005,365
1106006,553
1106007,227
1106008,360
1106009,348
1106010,486
1106011,314
1106012,338
1106013,341
1106014,232
1106015,246
1106016,425
1106017,220
1106018,269
1106019,339
1106020,252
1106021,184
1106101,200
1106102,373
1106103,348
1106104,222
1106105,250
1106106,356
1106107,255
1106108,433
1106109,165
1106110,320
1106111,324
1106112,375
1106113,10
1106114,278
1106115,197
1106116,338
1106201,432
1106202,453
1106203,408
1106204,392
1106205,374
1106206,385
1106207,254
1106208,209
1106209,281
1106210,335
1106211,361
1106212,178
1106213,384
1106214,274
1106215,221
1106216,91
1106217,315
1106218,287
1106219,401
1106220,335
1106221,168
1106222,301
1106223,12
1106224,42
1106225,0
1106301,3
1106302,0
1106303,505
1106304,694
1106305,261
1106306,245
1106307,5
1106308,363
1106309,477
1106310,379
1106311,424
1106312,347
1106313,226
1106314,212
1106315,439
1106316,366
1106317,336
1106318,320
1106319,309
1106320,189
1106321,328
1106322,236
1106323,487
1106324,290
1106325,435
1106326,226
1106327,180
1106328,452
1106329,189
1106401,185
1106402,259
1106403,288
1106404,382
1106405,274
1106406,326
1106407,453
1106408,499
1106409,295
1106410,264
1106411,240
1106412,266
1106413,311
1106414,319
1106415,227
1106416,208
1106417,330
1106418,243
1106501,366
1106502,322
1106503,307
1106504,390
1106505,314
1106506,394
1106507,397
1106508,458
1106509,480
1106510,288
1106511,486
1106512,388
1106513,343
1106514,310
1106515,530
1106516,211
1106517,171
1106518,285
1106519,291
1106520,262
1106521,280
1106522,221
1106523,355
1106524,191
1106525,209
1106526,481
1106527,320
1106528,421
1106529,330
1106601,204
1106602,183
1106603,252
1106604,378
1106605,395
1106606,217
1106607,369
1106608,194
1106609,233
1106610,320
1106611,335
1106612,350
1106613,213
1106701,394
1106702,388
1106703,354
1106704,194
1106705,315
1106706,285
1106707,316
1106708,483
1106709,368
1106710,574
1106711,284
1106712,527
1106713,358
1106714,415
1106715,565
1106716,389
1106717,284
1106718,396
1106719,435
1106720,364
1106721,246
1106722,290
1106723,485
1106724,365
1106725,253
1106726,381
1106727,444
1106728,185
1106729,600
1106801,215
1106802,275
1106803,273
1106804,209
1106805,391
1106806,274
1106807,305
1106808,385
1106809,392
1106810,348
1106811,326
1106901,250
1106902,542
1106903,187
1106904,393
1106905,167
1106906,305
1106907,335
1106908,232
1106909,198
1106910,313
1106911,213
1106912,322
1106913,267
1106914,428
1106915,364
1106916,393
1106917,271
1106918,283
1106919,388
1107001,454
1107002,88
1107003,665
1107004,117
1107005,631
1107006,506
1107007,240
1107008,175
1107009,0
1107010,420
1107011,449
1107012,411
1107013,332
1107014,432
1107015,432
1107016,346
1107017,299
1107018,550
1107019,505
1107020,436
1107021,670
1107022,269
1107023,485
1107024,222
1107025,255
1107026,263
1107027,608
1107028,500
1107029,360
1107030,278
1107031,317
1107032,524
1107101,221
1107102,277
1107103,341
1107104,209
1107105,255
1107106,525
1107107,557
1107108,254
1107109,215
1107110,321
1107111,224
1107112,297
1107113,289
1107114,260
1107115,297
1107116,353
1107117,356
1107118,0
1107119,271
1107120,311
1107121,172
1107122,399
1107123,182
1107124,378
1107125,189
1107126,103
1107127,262
1107128,370
1107201,367
1107202,398
1107203,262
1107204,457
1107205,454
1107206,294
1107207,160
1107208,544
1107209,309
1107210,479
1107211,569
1107212,294
1107213,867
1107214,321
1107215,337
1107216,463
1107217,577
1107218,414
1107219,631
1107220,472
1107221,354
1107222,199
1107223,710
1107224,542
1107301,0
1107302,250
1107303,389
1107304,234
1107305,200
1107306,234
1107307,361
1107308,286
1107309,201
1107310,303
1107311,208
1107312,232
1107313,161
1107314,274
1107401,225
1107402,290
1107403,479
1107404,449
1107405,466
1107406,180
1107407,365
1107408,235
1107409,551
1107410,258
1107411,381
1107412,462
1107413,474
1107414,449
1107415,489
1107416,435
1107417,289
1107418,325
1107419,349
1107420,426
1107421,423
1107422,378
1107423,341
1107424,454
1107425,440
1107426,337
1107501,0
1107601,244
1107602,237
1107603,504
1107604,317
1107605,411
1107606,507
1107607,295
1107608,426
1107609,293
1107610,329
1107611,214
1107612,216
1107613,228
1107614,373
1107615,464
1107616,476
1107617,494
1107618,221
1107619,268
1107620,183
1107621,302
1107701,315
1107702,501
1107703,341
1107704,302
1107705,214
1107706,265
1107707,494
1107708,520
1107709,348
1107710,416
1107711,495
1107712,232
1107713,550
1107714,331
1107715,415
1107716,488
1107717,400
1107718,448
1107719,405
1107720,463
1107721,322
1107722,269
1107723,453
1107724,267
1107725,234
1107726,471
1107727,381
1107728,426
1107729,389
1107730,417
1107731,547
1107732,253
1107733,442
1107734,241
1107735,0
1107736,115
1107737,215
1107738,199
1107739,154
1107740,596
1107741,236
1107742,315
1107743,254
1107744,333
1107745,331
1107746,471
1107747,432
1107748,361
1107749,288
1107750,491
1107751,373
1107752,618
1107753,356
1107754,440
1107801,350
1107802,253
1107803,605
1107804,417
1107805,381
1107806,538
1107807,346
1107808,523
1107809,170
1107810,254
1107811,283
1107812,427
1107813,211
1107814,363
1107815,385
1107816,330
1107817,605
1107818,559
1107819,328
1107820,262
1107821,207
1107822,551
1107823,321
1107824,450
1107825,343
1107826,453
1107827,570
1107828,507
1107829,457
1107830,501
1107831,392
1107832,1436
1107833,541
1107834,587
1107835,438
1107836,363
1107837,462
1107838,281
1107839,381
1107901,276
1107902,338
1107903,315
1107904,452
1107905,284
1107906,182
1107907,303
1107908,315
1107909,265
1107910,188
1107911,281
1107912,247
1107913,414
1107914,325
1107915,305
1107916,230
1107917,238
1107918,281
1107919,332
1107920,237
1107921,291
1107922,367
1107923,149
1107924,530
1107925,575
1107926,146
1107927,365
1107928,348
1107929,498
1107930,434
1107931,163
1107932,236
1107933,93
1107934,338
1107935,270
1107936,376
1108001,350
1108002,57
1108003,314
1108004,31
1108005,257
1108006,360
1108007,509
1108008,345
1108009,375
1108010,482
1108011,416
1108012,528
1108013,115
1108014,404
1108015,488
1108016,328
1108017,485
1108018,388
1108019,516
1108020,369
1108021,297
1108022,309
1108023,344
1108024,276
1108025,443
1108026,238
1108027,393
1108028,349
1108029,482
1108030,483
1108031,415
1108032,286
1108033,388
1108034,345
1108035,375
1108036,154
1108037,405
1108038,281
1108039,439
1108040,545
1108041,465
1108042,318
1108043,425
1108044,528
1108045,663
1108046,355
1108047,291
1108048,358
1108049,188
1108050,392
1108051,0
1108101,289
1108102,432
1108103,253
1108104,183
1108105,332
1108106,300
1108107,258
1108108,384
1108109,304
1108110,265
1108111,0
1108112,288
1108113,358
1108114,479
1108115,264
1108116,220
1108117,332
1108118,300
1108119,197
1108120,387
1108121,350
1108122,261
1108123,291
1108124,395
1108125,210
1108126,185
1108127,175
1108128,309
1108129,289
1108130,348
1108131,340
1108132,336
1108133,270
1108134,556
1108135,556
1108136,424
1108137,244
1108138,244
1108139,293
1108140,243
1108141,214
1108142,345
1108143,350
1108144,348
1108145,333
1108146,407
1108147,348
1108148,145
1108149,191
1108150,214
1108201,55
1108202,296
1108203,574
1108204,714
1108205,346
1108206,44
1108207,602
1108208,184
1108209,193
1108210,5
1108211,406
1108212,345
1108213,370
1108214,362
1108215,524
1108216,384
1108217,217
1108218,235
1108219,349
1108220,203
1108221,467
1108222,451
1108223,182
1108224,355
1108225,216
1108226,307
1108227,347
1108228,330
1108229,320
1108230,390
1108231,340
1108232,502
1108233,624
1108234,480
1108235,315
1108236,7
1108237,465
1108238,489
1108239,218
1108240,478
1108241,454
1108242,327
1108243,437
1108244,544
1108245,409
1108301,492
1108302,210
1108303,443
1108304,273
1108305,414
1108306,192
1108307,332
1108308,290
1108309,339
1108310,376
1108311,244
1108312,292
1108313,360
1108314,417
1108315,328
1108316,339
1108317,373
1108401,269
1108402,0
1108403,473
1108404,416
1108405,247
1108406,313
1108407,410
1108408,275
1108409,504
1108410,339
1108411,176
1108412,244
1108413,473
1108414,497
1108415,447
1108416,384
1108417,313
1108418,349
1108419,387
1108420,176
1108421,408
1108422,193
1108423,199
1108424,229
1108425,277
1108426,452
1108427,536
1108428,283
1108429,378
1108430,447
1108431,531
1108432,295
1108433,590
1108434,255
1108435,372
1108436,521
1108437,691
1108438,413
1108439,544
1108440,432
1108441,330
1108442,264
1108443,470
1108444,536
1108501,0
1108502,457
1108503,18
1108504,365
1108505,371
1108506,313
1108507,398
1108508,329
1108509,220
1108510,529
1108511,302
1108512,480
1108513,305
1108514,352
1108515,262
1108516,287
1108517,458
1108518,376
1108519,312
1108520,80
1108521,20
1108522,19
1108523,254
1108524,469
1108525,368
1108526,221
1108527,550
1108528,435
1108529,520
1108530,328
1108531,423
1108601,372
1108602,239
1108603,293
1108604,248
1108605,250
1108606,155
1108607,201
1108608,319
1108609,399
1108610,212
1108611,309
1108612,257
1108613,322
1108701,191
1108702,266
1108703,321
1108704,215
1108705,206
1108706,205
1108707,237
1108708,201
1108709,453
1108710,256
1108711,245
1108712,186
1108713,306
1108801,0
1108802,623
1108803,378
1108804,270
1108805,214
1108806,398
1108807,0
1108808,434
1108809,346
1108810,312
1108811,554
1108812,508
1108813,424
1108814,357
1108815,483
1108816,368
1108817,471
1108818,536
1108819,366
1108820,652
1108901,334
1108902,586
1108903,247
1108904,433
1108905,545
1108906,295
1108907,157
1108908,703
1108909,343
1108910,297
1108911,579
1108912,436
1108913,5
1108914,559
1108915,403
1108916,321
1108917,416
1108918,283
1108919,352
1108920,205
1108921,380
1108922,279
1108923,541
1108924,512
1108925,244
1108926,402
1108927,0
1108928,379
1108929,409
1108930,348
1108931,239
1108932,431
1108933,436
1108934,430
1108935,435
1108936,54
1108937,208
1108938,18
1108939,346
1108940,328
1108941,263
1108942,6
1108943,404
1108944,393
1108945,363
1108946,573
1108947,334
1108948,471
1108949,373
1108950,397
1108951,371
1108952,130
1108953,0
1108954,345
1108955,300
1108956,314
1109001,337
1109002,0
1109003,294
1109004,278
1109005,142
1109006,395
1109007,359
1109008,417
1109009,336
1109010,345
1109011,295
1109012,221
1109013,418
1109014,290
1109015,414
